,Clear_B02,Clear_B03,Clear_B04,Clear_B05,Clear_B06,Clear_B07,Clear_B08,Clear_B09,Clear_B10,Clear_B11,Clear_B12,Clear_B13
118098,0.24774,0.29554,0.19129,0.46255,0.79721,0.8959,0.74367,0.95826,0.01879,0.00089,0.24723,0.07865
19570,0.33174,0.44728,0.29468,0.55933,0.9108,0.96276,0.85546,0.99293,0.08527,0.00028,0.93267,0.50332
271573,0.04493,0.02686,0.01461,0.01189,0.00983,0.00794,0.0063,0.00538,0.00345,0.0005,0.00044,0.0
112421,0.29252,0.37303,0.55939,0.62417,0.72084,0.81849,0.83208,0.9523,0.22225,0.00052,0.9447,0.87927
114413,0.3004,0.426,0.24914,0.57228,0.90695,0.96106,0.85046,0.9923,0.07531,0.00034,0.74829,0.30087
82550,1.00013,0.93499,0.97227,0.97877,0.9911,0.99677,0.97413,1.0018,0.58326,0.00888,0.95506,0.93473
143753,0.21401,0.23862,0.17755,0.33985,0.93781,0.9678,0.90058,0.9908,0.20687,0.00046,0.88892,0.4125
213605,0.05646,0.03152,0.01616,0.01267,0.01051,0.00852,0.00653,0.00575,0.00256,0.00031,0.00046,0.0
2625,0.8577,0.77072,0.88105,0.90532,0.93928,0.95989,0.92607,0.9819,0.37461,0.00101,0.48285,0.58153
53817,0.27496,0.3984,0.22707,0.46958,0.85333,0.93639,0.78871,0.98248,0.02422,0.00032,0.76615,0.29721
188667,0.26788,0.3834,0.23728,0.61292,0.97923,0.98814,0.96449,0.9968,0.54496,0.00507,0.74027,0.36358
250992,0.05841,0.03458,0.0194,0.01599,0.0133,0.01076,0.00857,0.00732,0.00476,0.00073,0.0006,0.0
263153,0.04412,0.02631,0.01418,0.01141,0.00947,0.00767,0.00601,0.0052,0.00285,0.00038,0.00042,0.0
2583,0.3898,0.5893,0.87589,0.86006,0.91464,0.96672,0.85906,0.99517,0.08728,0.00035,0.93815,0.817
302395,0.16701,0.09241,0.05902,0.04823,0.04226,0.03579,0.02692,0.02515,0.00899,0.00107,0.00198,0.0
366879,0.13643,0.07545,0.04393,0.0367,0.0308,0.02501,0.01973,0.01705,0.00934,0.00114,0.00136,0.0
151468,0.26779,0.26957,0.40254,0.37189,0.45868,0.56968,0.49026,0.68048,0.00943,0.00073,0.84428,0.56605
74200,0.12208,0.09858,0.09114,0.08993,0.09078,0.08825,0.08365,0.0857,0.05057,0.0016,0.06372,0.05593
39296,0.97325,0.90543,0.92709,0.82359,0.88644,0.95234,0.8237,0.98968,0.046,0.00029,0.92338,0.76731
385637,0.06381,0.03578,0.01851,0.01482,0.01219,0.00978,0.00767,0.00657,0.00378,0.00048,0.00052,0.0
345365,0.06757,0.03725,0.01936,0.01561,0.01282,0.01027,0.0081,0.00688,0.00437,0.00061,0.00055,0.0
65899,0.1921,0.27172,0.70804,0.98572,0.99474,0.99796,0.98611,1.00145,0.72012,0.03998,0.53447,0.21756
333441,0.05569,0.03094,0.01588,0.01246,0.01034,0.00838,0.00643,0.00566,0.00254,0.00029,0.00045,0.0
62702,0.33437,0.40458,0.30229,0.58908,0.93312,0.96377,0.89714,0.98818,0.19617,0.00065,0.92341,0.52989
364493,0.08638,0.0471,0.02494,0.01969,0.01646,0.01341,0.01024,0.00908,0.00405,0.0005,0.00071,0.0
329223,0.05459,0.03029,0.01561,0.01253,0.01029,0.00825,0.00649,0.00553,0.00342,0.00051,0.00044,0.0
155169,0.35174,0.42448,0.30802,0.58192,0.86445,0.93687,0.80937,0.98005,0.04049,0.00049,0.90372,0.64024
341807,0.07625,0.04174,0.02202,0.01774,0.01467,0.01181,0.00923,0.00795,0.00447,0.00059,0.00063,0.0
345909,0.07985,0.04378,0.02303,0.0185,0.01528,0.01231,0.0096,0.00828,0.00453,0.00055,0.00065,0.0
187770,0.23056,0.21308,0.26016,0.25768,0.30787,0.37527,0.38554,0.51586,0.02963,0.00044,0.90693,0.75671
387997,0.09159,0.05009,0.02674,0.02113,0.01771,0.01445,0.01101,0.00981,0.00406,0.00047,0.00077,0.0
324512,0.06793,0.03739,0.01941,0.0155,0.01279,0.0103,0.00802,0.00693,0.00376,0.00051,0.00055,0.0
246823,0.04122,0.023,0.01183,0.00949,0.00779,0.00625,0.00492,0.00419,0.00266,0.00041,0.00034,0.0
122596,0.20312,0.27721,0.1632,0.40819,0.97237,0.98681,0.94929,0.99789,0.42514,0.00099,0.82618,0.37172
303814,0.11821,0.06504,0.03661,0.02996,0.02511,0.0204,0.01589,0.01387,0.00691,0.0009,0.00109,0.0
358669,0.06296,0.03501,0.01817,0.01464,0.01202,0.00963,0.0076,0.00646,0.00411,0.00061,0.00052,0.0
146433,0.51632,0.5439,0.49879,0.66617,0.951,0.98124,0.91162,0.99869,0.22701,0.00035,0.94689,0.81447
269647,0.1071,0.06558,0.04017,0.03346,0.02847,0.02347,0.01842,0.01627,0.00767,0.00091,0.00133,0.0
120941,0.25579,0.32254,0.21875,0.45834,0.96646,0.98325,0.93858,0.99638,0.35263,0.00065,0.8814,0.39716
182807,0.97929,0.91485,0.94163,0.87341,0.91908,0.96618,0.86671,0.99391,0.10362,0.00027,0.93582,0.82956
126106,0.2955,0.40624,0.25633,0.51617,0.93493,0.97302,0.88872,0.99596,0.15424,0.00035,0.76782,0.35553
158593,0.15931,0.19619,0.09766,0.32409,0.92416,0.96307,0.88459,0.98933,0.15559,0.00065,0.55652,0.15975
349494,0.05711,0.03182,0.0163,0.01275,0.01059,0.00858,0.00657,0.00579,0.00253,0.00029,0.00046,0.0
72868,0.34654,0.47676,0.32257,0.63818,0.88449,0.94914,0.82859,0.98669,0.05373,0.00036,0.91792,0.51187
358414,0.07128,0.03924,0.0204,0.01626,0.01343,0.01083,0.00841,0.00729,0.00376,0.00041,0.00058,0.0
110406,0.53346,0.52148,0.45373,0.41969,0.42715,0.45894,0.43204,0.44922,0.11754,0.00052,0.66749,0.50719
326589,0.07098,0.03894,0.02036,0.01643,0.01352,0.01084,0.00853,0.00727,0.00437,0.00052,0.00058,0.0
384835,0.05906,0.03284,0.01698,0.01367,0.01121,0.00898,0.0071,0.00602,0.00397,0.00063,0.00048,0.0
83689,0.24535,0.30055,0.20222,0.47609,0.96464,0.97431,0.96966,0.98736,0.72254,0.06464,0.93439,0.58878
308269,0.06548,0.03636,0.01876,0.01486,0.01229,0.00991,0.00766,0.00667,0.00321,0.00036,0.00053,0.0
240647,0.09631,0.05327,0.02836,0.0225,0.01879,0.01529,0.01172,0.01036,0.00451,0.00052,0.00082,0.0
250340,0.06028,0.0362,0.02014,0.01625,0.01361,0.0111,0.00864,0.00759,0.00354,0.00038,0.00062,0.0
135621,0.14543,0.20195,0.207,0.44741,0.99419,0.99916,0.99154,1.00186,0.78601,0.09592,0.56407,0.27943
316132,0.15354,0.08545,0.05096,0.04205,0.03576,0.02946,0.02277,0.02029,0.00882,0.001,0.00161,0.0
175164,0.28158,0.3098,0.22484,0.39522,0.84079,0.92009,0.7941,0.96992,0.03952,0.00069,0.88744,0.56975
49397,0.23978,0.36139,0.18903,0.45378,0.91669,0.96649,0.86267,0.99451,0.09635,0.00029,0.55618,0.21684
229379,0.05779,0.03167,0.01619,0.01263,0.01051,0.00853,0.0065,0.00575,0.00241,0.00028,0.00045,0.0
222388,0.16555,0.09221,0.05808,0.04993,0.04239,0.03469,0.02759,0.02391,0.0133,0.00162,0.0019,0.0
70492,0.25788,0.36169,0.22681,0.51214,0.96935,0.98762,0.93623,0.99972,0.32029,0.00048,0.62478,0.28395
35843,0.32719,0.46828,0.29383,0.60408,0.99711,0.99958,0.99156,1.00237,0.77302,0.1072,0.90909,0.47951
215930,0.16081,0.08938,0.05533,0.04474,0.03901,0.03288,0.02469,0.02299,0.00788,0.00096,0.00181,0.0
286364,0.0536,0.03201,0.01736,0.01406,0.01165,0.00942,0.00744,0.00638,0.0038,0.00054,0.00052,0.0
28505,0.38128,0.44563,0.33756,0.65737,0.84027,0.91758,0.79407,0.96843,0.03971,0.00072,0.87752,0.57462
200123,0.08112,0.0445,0.02357,0.0191,0.01575,0.01264,0.00995,0.0085,0.00509,0.00069,0.00067,0.0
371615,0.08249,0.04534,0.02391,0.01913,0.01587,0.01281,0.00993,0.00863,0.00432,0.00054,0.00068,0.0
257944,0.04449,0.02647,0.01423,0.01147,0.00951,0.00768,0.00604,0.00521,0.00294,0.00042,0.00042,0.0
238622,0.06962,0.03825,0.01981,0.01548,0.01292,0.01052,0.008,0.00712,0.00295,0.00037,0.00056,0.0
388059,0.0883,0.04843,0.0258,0.02071,0.01721,0.0139,0.01078,0.00938,0.00455,0.00054,0.00074,0.0
187864,0.23553,0.34108,0.19841,0.50199,0.9611,0.98397,0.92425,0.99889,0.26826,0.00039,0.82776,0.38481
48373,0.30589,0.34424,0.27438,0.49258,0.96499,0.9816,0.93993,0.99533,0.37118,0.00067,0.93808,0.51361
72701,0.21984,0.32526,0.19711,0.60736,0.96987,0.97962,0.96316,0.99107,0.59494,0.005,0.27008,0.11453
390708,0.1535,0.08478,0.05247,0.04232,0.03691,0.03121,0.02339,0.02184,0.00799,0.00095,0.00172,0.0
175674,0.28906,0.31816,0.23879,0.39348,0.85475,0.9326,0.79486,0.97932,0.03104,0.0005,0.84993,0.33843
104793,0.3628,0.5423,0.56091,0.78084,0.99444,0.99795,0.98468,1.00156,0.70247,0.04591,0.95629,0.7181
188361,0.24455,0.29562,0.19252,0.358,0.86281,0.93785,0.80143,0.98206,0.03267,0.0004,0.78255,0.33174
83757,0.38731,0.60866,0.3388,0.70827,0.84875,0.9329,0.78662,0.98006,0.02415,0.00042,0.90066,0.49072
129487,0.21005,0.24814,0.18127,0.36371,0.98546,0.99368,0.9661,1.00069,0.52191,0.00358,0.91037,0.44256
132836,0.38493,0.52871,0.35951,0.67691,0.89674,0.95611,0.83941,0.99043,0.06473,0.00034,0.72984,0.33666
45706,0.27225,0.27327,0.19222,0.40832,0.90494,0.93412,0.89953,0.96725,0.30881,0.00158,0.70859,0.35533
328516,0.07492,0.04073,0.02134,0.01728,0.0142,0.01137,0.00896,0.00762,0.00488,0.00077,0.0006,0.0
250747,0.03506,0.02052,0.01087,0.00879,0.00724,0.00582,0.00462,0.00392,0.00272,0.00054,0.00032,0.0
376551,0.07374,0.04064,0.02135,0.01729,0.01422,0.0114,0.009,0.00765,0.00489,0.00072,0.00061,0.0
203295,0.08435,0.04603,0.02449,0.01986,0.0164,0.01317,0.01033,0.00886,0.00509,0.00065,0.0007,0.0
50874,0.2107,0.35574,0.1741,0.45181,0.9005,0.95874,0.84179,0.99183,0.0647,0.0003,0.24018,0.11988
115719,0.21818,0.34481,0.1791,0.53163,0.97549,0.98814,0.95045,0.99871,0.42,0.00087,0.66681,0.29027
318809,0.05743,0.03209,0.01642,0.01275,0.01063,0.00865,0.00658,0.00585,0.00242,0.0003,0.00047,0.0
307980,0.17312,0.09592,0.06318,0.05064,0.04539,0.03922,0.02881,0.02792,0.00817,0.00103,0.0022,0.0
256705,0.0614,0.03689,0.02061,0.0169,0.01405,0.01137,0.00904,0.00773,0.00496,0.00079,0.00063,0.0
77954,0.18347,0.27482,0.14972,0.36194,0.90142,0.95939,0.84445,0.99194,0.0687,0.00029,0.53496,0.21094
337823,0.05607,0.0307,0.01576,0.01267,0.01038,0.0083,0.00654,0.00555,0.0036,0.00053,0.00044,0.0
280254,0.10434,0.064,0.04002,0.03416,0.02889,0.02366,0.01904,0.01635,0.01069,0.0016,0.00134,0.0
30182,0.4885,0.59994,0.96005,0.95356,0.97475,0.98848,0.9471,0.99919,0.39,0.00067,0.94872,0.91228
323774,0.05508,0.03083,0.01583,0.01253,0.01034,0.00835,0.00646,0.00562,0.00279,0.00031,0.00045,0.0
22768,0.2294,0.27621,0.16681,0.31044,0.90269,0.96032,0.84279,0.99291,0.0657,0.00028,0.88248,0.41675
295223,0.13377,0.08295,0.05479,0.04618,0.04005,0.03361,0.02617,0.02367,0.01016,0.00128,0.00194,0.0
69656,0.19818,0.35579,0.17458,0.47737,0.99504,0.99711,0.99702,1.00004,0.92291,0.46564,0.92735,0.62778
390892,0.05525,0.0309,0.0158,0.0122,0.01019,0.00832,0.0063,0.00564,0.0022,0.00025,0.00045,0.0
90160,0.88612,0.80541,0.8723,0.77645,0.85094,0.9284,0.79433,0.97623,0.0327,0.00043,0.89394,0.73682
290065,0.03549,0.02062,0.01108,0.00902,0.00744,0.00599,0.00477,0.00405,0.00278,0.00052,0.00033,0.0
252594,0.0703,0.04208,0.02323,0.01831,0.01549,0.01277,0.00972,0.00877,0.00334,0.0004,0.00071,0.0
23658,0.46327,0.49062,0.78702,0.89487,0.93258,0.95656,0.91664,0.98088,0.32316,0.001,0.90919,0.85322
121891,0.25928,0.36392,0.20438,0.56427,0.95899,0.97345,0.94872,0.98872,0.4865,0.00222,0.61441,0.27709
146539,0.22779,0.27959,0.18824,0.39311,0.98745,0.99457,0.96885,1.00083,0.54418,0.00434,0.59817,0.28057
311888,0.05675,0.03169,0.01621,0.01258,0.01049,0.00854,0.00648,0.00578,0.00233,0.00027,0.00046,0.0
61382,0.14512,0.22372,0.09615,0.29648,0.84211,0.95034,0.86247,0.96948,0.13575,0.0004,0.56552,0.25046
287169,0.04497,0.0267,0.01442,0.01149,0.00959,0.00782,0.00605,0.00532,0.00245,0.0003,0.00043,0.0
322934,0.05336,0.02953,0.01512,0.01194,0.00987,0.00796,0.00615,0.00535,0.00258,0.0003,0.00043,0.0
166739,0.24428,0.27172,0.22221,0.355,0.92001,0.9582,0.88568,0.98594,0.17955,0.00057,0.81947,0.39316
224979,0.16663,0.09197,0.06052,0.0526,0.0452,0.0373,0.02953,0.02594,0.01296,0.00165,0.00208,0.0
210416,0.09197,0.05069,0.02713,0.02209,0.01823,0.01464,0.01156,0.00985,0.00609,0.00079,0.00078,0.0
38875,0.20908,0.28098,0.15911,0.35112,0.88578,0.95422,0.82228,0.99119,0.04433,0.00027,0.84529,0.35309
299172,0.05258,0.03099,0.01694,0.01385,0.01147,0.00925,0.00737,0.00626,0.00433,0.00082,0.00051,0.0
205526,0.09668,0.053,0.02863,0.02284,0.01912,0.01558,0.01195,0.01058,0.00464,0.00053,0.00083,0.0
316688,0.07255,0.04021,0.02082,0.01627,0.01357,0.01104,0.00841,0.00747,0.00311,0.00035,0.00059,0.0
84826,0.26407,0.335,0.18843,0.39915,0.82689,0.92129,0.76315,0.97479,0.01704,0.00048,0.64666,0.23379
6300,0.93138,0.86257,0.93618,0.96097,0.97691,0.98468,0.97171,0.99372,0.65437,0.02255,0.04364,0.07033
126094,0.26768,0.35883,0.23194,0.48465,0.9863,0.9904,0.99248,0.9961,0.91721,0.4312,0.95173,0.63777
121556,0.22432,0.32555,0.20275,0.4887,0.99162,0.99553,0.98559,0.99979,0.74734,0.08669,0.96721,0.61718
115671,0.24645,0.42652,0.20752,0.57151,0.99143,0.99586,0.98057,1.00055,0.66922,0.02118,0.61198,0.28978
33120,0.73342,0.59207,0.73884,0.68368,0.77624,0.87193,0.73737,0.94155,0.02714,0.00147,0.43719,0.42713
251058,0.09059,0.05525,0.0333,0.02768,0.02343,0.01926,0.01516,0.0133,0.00693,0.00091,0.00108,0.0
383818,0.07526,0.04083,0.02156,0.01746,0.0144,0.01155,0.00907,0.00776,0.00456,0.00062,0.00061,0.0
330761,0.08025,0.04407,0.02344,0.01871,0.0156,0.01266,0.00976,0.00857,0.00393,0.00046,0.00068,0.0
155639,0.31737,0.31181,0.22513,0.39192,0.68862,0.8342,0.63047,0.92452,0.01136,0.00103,0.62716,0.15673
180357,0.31263,0.44379,0.2733,0.66422,0.91961,0.95846,0.87739,0.98714,0.14083,0.00059,0.91962,0.48779
187635,0.3967,0.75378,0.70758,0.84631,0.90099,0.96053,0.84069,0.99327,0.06115,0.00031,0.93141,0.69883
282756,0.05184,0.03091,0.01667,0.01329,0.01108,0.00902,0.00699,0.00614,0.00285,0.00031,0.0005,0.0
239711,0.06187,0.034,0.01753,0.01406,0.01155,0.00925,0.00726,0.0062,0.00368,0.00049,0.00049,0.0
377408,0.06033,0.03376,0.01733,0.01353,0.01125,0.00914,0.00699,0.00618,0.00271,0.00035,0.00049,0.0
40591,0.30525,0.35983,0.27078,0.45523,0.94148,0.97751,0.89885,0.99761,0.181,0.00039,0.94417,0.54061
20019,0.1644,0.19286,0.11481,0.20336,0.62029,0.7881,0.67895,0.85939,0.02052,0.00033,0.60268,0.24071
164220,0.99267,0.9251,0.93589,0.82614,0.88774,0.95506,0.82411,0.99156,0.04549,0.00025,0.92745,0.77115
381705,0.06,0.03313,0.01709,0.01372,0.01126,0.00902,0.00709,0.00604,0.00368,0.0005,0.00048,0.0
173202,0.34728,0.45786,0.70389,0.8014,0.91336,0.98636,0.94964,0.99738,0.41936,0.00089,0.94507,0.91095
97639,0.24137,0.31937,0.18436,0.37562,0.8853,0.94963,0.8278,0.9872,0.05342,0.00035,0.76316,0.30348
189598,0.26222,0.34859,0.22179,0.48576,0.98922,0.99635,0.96911,1.00219,0.53482,0.00441,0.95363,0.64964
325144,0.05857,0.03264,0.01674,0.01314,0.0109,0.00883,0.00677,0.00595,0.00264,0.00028,0.00047,0.0
181608,0.21567,0.27424,0.17064,0.37128,0.91024,0.9576,0.86482,0.98801,0.11118,0.00043,0.75406,0.31053
81819,0.27044,0.35688,0.21125,0.52298,0.95424,0.97537,0.92467,0.99277,0.2973,0.00056,0.71844,0.32113
36794,0.29812,0.63519,0.47189,0.88969,0.93008,0.96876,0.88491,0.99339,0.14752,0.00037,0.93453,0.40589
171117,0.19041,0.26668,0.15072,0.38544,0.96823,0.98655,0.93288,0.99962,0.30344,0.00045,0.75356,0.3498
226154,0.05592,0.03125,0.01605,0.0127,0.01049,0.00846,0.00655,0.00569,0.00286,0.00037,0.00045,0.0
109379,0.31416,0.40191,0.26182,0.45605,0.83611,0.92372,0.77445,0.97515,0.02075,0.00047,0.56872,0.20534
193460,0.92218,0.84791,0.8977,0.80421,0.86814,0.94049,0.81249,0.98245,0.04273,0.00039,0.1241,0.1549
265099,0.07805,0.04713,0.02698,0.02227,0.01861,0.01511,0.012,0.01032,0.00605,0.00074,0.00084,0.0
2311,0.39055,0.50176,0.37081,0.66972,0.94858,0.97748,0.9097,0.9963,0.23214,0.00034,0.95446,0.65467
91791,0.2589,0.29092,0.37352,0.41887,0.51467,0.60206,0.61403,0.7476,0.10309,0.00039,0.93309,0.82645
324714,0.05404,0.0301,0.01548,0.01241,0.01018,0.00815,0.00642,0.00547,0.00346,0.00054,0.00044,0.0
43821,0.3663,0.40021,0.33605,0.45609,0.88581,0.95374,0.82426,0.99041,0.0463,0.00027,0.92604,0.50477
14815,0.33727,0.38604,0.29547,0.55015,0.88955,0.94034,0.84478,0.97857,0.08778,0.00073,0.9008,0.4907
85801,0.26462,0.35497,0.23225,0.46902,0.96167,0.98478,0.92385,0.99958,0.26684,0.00038,0.9005,0.44676
207741,0.0802,0.04454,0.02315,0.01798,0.01507,0.01231,0.00932,0.00836,0.00321,0.00038,0.00066,0.0
339003,0.06225,0.03472,0.01796,0.01444,0.01185,0.00949,0.00749,0.00637,0.00403,0.00056,0.00051,0.0
258640,0.07071,0.04269,0.02427,0.0196,0.01653,0.01356,0.0105,0.00931,0.00408,0.00051,0.00075,0.0
335231,0.05861,0.03272,0.01689,0.01357,0.01114,0.00892,0.00704,0.00598,0.00383,0.00056,0.00048,0.0
328789,0.06213,0.03432,0.01761,0.01378,0.01146,0.00929,0.0071,0.00627,0.00271,0.00031,0.0005,0.0
8509,0.2936,0.39889,0.26501,0.47354,0.88892,0.95397,0.82834,0.99018,0.05068,0.0003,0.89775,0.41881
318659,0.18264,0.10137,0.07012,0.06018,0.05294,0.04476,0.03452,0.03169,0.0122,0.0017,0.00254,0.0
7157,0.30513,0.38424,0.26273,0.48291,0.9124,0.96469,0.85604,0.99443,0.08164,0.00033,0.77375,0.34126
42572,0.46335,0.74642,0.49319,0.82195,0.88452,0.95289,0.82211,0.99019,0.04498,0.00028,0.58715,0.29506
104083,0.36731,0.38871,0.33726,0.48715,0.92143,0.9638,0.87967,0.99039,0.14121,0.00049,0.92794,0.55534
399567,0.05597,0.03084,0.01591,0.0126,0.01043,0.00842,0.00651,0.00567,0.00287,0.00039,0.00045,0.0
23443,0.19486,0.27766,0.14554,0.3395,0.89464,0.95748,0.83445,0.9918,0.05432,0.00034,0.89736,0.46141
141902,0.29491,0.3373,0.20097,0.51515,0.78182,0.87453,0.74683,0.94271,0.03321,0.00149,0.8371,0.33607
134546,0.24517,0.35191,0.20146,0.51188,0.93764,0.97112,0.89684,0.99364,0.18314,0.00037,0.66351,0.23006
194438,0.2544,0.34599,0.22135,0.50382,0.91783,0.96543,0.86536,0.99361,0.10103,0.00029,0.9127,0.41868
40872,0.30139,0.46055,0.32908,0.72172,0.86667,0.94245,0.80367,0.98501,0.03188,0.00039,0.61887,0.27951
382063,0.05741,0.03193,0.01638,0.01294,0.01069,0.00863,0.00666,0.00581,0.00279,0.00031,0.00046,0.0
170675,0.41046,0.45429,0.78342,0.62064,0.73653,0.8703,0.67209,0.94732,0.00752,0.00077,0.82246,0.44713
44797,0.26471,0.39562,0.23392,0.51354,0.9481,0.97924,0.90456,0.99808,0.19263,0.00039,0.76742,0.33803
20102,0.24693,0.2942,0.18778,0.44602,0.91022,0.94785,0.88419,0.97898,0.19378,0.00098,0.45888,0.17245
203827,0.07965,0.04419,0.02316,0.01855,0.01534,0.01235,0.00962,0.00831,0.00439,0.00055,0.00066,0.0
191492,0.34488,0.46624,0.70819,0.78756,0.90378,0.9843,0.92742,0.99868,0.28287,0.00038,0.94874,0.89931
159210,0.19674,0.27306,0.14442,0.40534,0.79987,0.87395,0.82169,0.89968,0.19699,0.00072,0.47077,0.20468
28317,0.21545,0.23674,0.15205,0.34937,0.97142,0.97979,0.97605,0.99057,0.75687,0.08782,0.87399,0.53754
46491,0.31391,0.44842,0.27884,0.51034,0.89128,0.95379,0.8325,0.98943,0.05539,0.00029,0.87926,0.39743
224576,0.05932,0.03311,0.01706,0.01365,0.01122,0.009,0.00706,0.00604,0.00354,0.00044,0.00048,0.0
10516,0.24749,0.34308,0.2053,0.5115,0.96193,0.97688,0.94501,0.99132,0.43317,0.0013,0.93455,0.432
93731,0.25487,0.45778,0.18612,0.58752,0.90293,0.95927,0.8459,0.99181,0.07216,0.00029,0.92932,0.42143
116403,0.30494,0.43221,0.23177,0.52471,0.89221,0.95769,0.83204,0.99216,0.05263,0.00028,0.26948,0.12326
224159,0.06047,0.03313,0.01702,0.01337,0.0111,0.00898,0.00688,0.00606,0.00264,0.0003,0.00048,0.0
131207,0.27943,0.34133,0.24556,0.42471,0.94395,0.97806,0.89673,0.99843,0.16578,0.00036,0.88277,0.42507
241114,0.07942,0.04352,0.02293,0.01852,0.01527,0.01226,0.00962,0.00824,0.00472,0.00057,0.00065,0.0
282538,0.09583,0.05837,0.03521,0.02839,0.02443,0.02043,0.01557,0.01424,0.00554,0.00073,0.00115,0.0
104183,0.21048,0.23212,0.13739,0.352,0.95579,0.96718,0.96684,0.98289,0.75326,0.07795,0.70122,0.35703
164527,0.22653,0.22394,0.23196,0.23577,0.24135,0.25181,0.25128,0.24982,0.1999,0.04717,0.33335,0.31017
25516,0.34152,0.40125,0.29825,0.6727,0.94131,0.96673,0.91563,0.98778,0.27575,0.00084,0.92294,0.49396
155393,0.24631,0.34856,0.21346,0.50574,0.98754,0.99371,0.97883,0.99926,0.67481,0.03612,0.81427,0.38287
76096,0.25785,0.36175,0.22791,0.55773,0.98886,0.99445,0.97657,0.99993,0.63279,0.01817,0.95394,0.65519
162603,0.11647,0.19035,0.31548,0.38108,0.44355,0.51377,0.58359,0.6282,0.60106,0.17966,0.97199,0.86388
210121,0.05837,0.03262,0.01682,0.01351,0.01108,0.00887,0.007,0.00595,0.00384,0.00058,0.00047,0.0
238241,0.10838,0.05929,0.0334,0.02754,0.02302,0.01865,0.01462,0.01267,0.0066,0.00073,0.001,0.0
327689,0.06135,0.03384,0.01744,0.01399,0.01149,0.0092,0.00723,0.00617,0.00368,0.00049,0.00049,0.0
178442,0.87806,0.79497,0.86925,0.78679,0.85833,0.9302,0.80542,0.97617,0.04257,0.00048,0.89509,0.75121
142646,0.24049,0.35484,0.22822,0.65571,0.9857,0.99335,0.96975,0.99991,0.56493,0.00711,0.68174,0.28659
332318,0.05707,0.03164,0.0162,0.01271,0.01054,0.00853,0.00654,0.00575,0.00257,0.0003,0.00046,0.0
309151,0.05425,0.03011,0.01544,0.01207,0.01004,0.00815,0.00623,0.00551,0.00237,0.00029,0.00044,0.0
66966,0.20646,0.23418,0.16029,0.27956,0.87471,0.94439,0.81566,0.98491,0.04129,0.00048,0.66285,0.26675
198507,0.2917,0.35009,0.24535,0.428,0.82896,0.92009,0.76747,0.97342,0.01893,0.00042,0.69329,0.26831
338804,0.12713,0.07004,0.03965,0.03078,0.02659,0.0223,0.01649,0.01543,0.00493,0.00062,0.00121,0.0
213410,0.05795,0.03229,0.01657,0.01302,0.01079,0.00873,0.00671,0.00589,0.0027,0.00031,0.00047,0.0
148261,0.40457,0.40612,0.38463,0.47068,0.86496,0.93735,0.80644,0.981,0.03711,0.00046,0.9036,0.70001
125487,0.30321,0.33755,0.22132,0.53854,0.8191,0.89335,0.78171,0.9523,0.04615,0.0014,0.84669,0.37592
226132,0.16531,0.09122,0.05948,0.05199,0.04437,0.03641,0.02913,0.02521,0.01466,0.00194,0.00202,0.0
256643,0.04926,0.02935,0.01578,0.01254,0.01046,0.00852,0.00659,0.0058,0.00265,0.00032,0.00047,0.0
361944,0.07892,0.04335,0.02269,0.01792,0.01492,0.01211,0.00928,0.00818,0.00364,0.00039,0.00065,0.0
318785,0.14346,0.07944,0.04718,0.03833,0.03285,0.02725,0.02077,0.01883,0.00768,0.00104,0.00148,0.0
319039,0.04928,0.02756,0.01417,0.01137,0.00933,0.00747,0.00589,0.00501,0.00315,0.00046,0.0004,0.0
195222,0.18816,0.2339,0.12648,0.30388,0.84239,0.94542,0.83685,0.98307,0.06973,0.00041,0.43054,0.17047
105408,0.18083,0.27175,0.15729,0.35872,0.8596,0.93751,0.7974,0.98231,0.02997,0.00033,0.52201,0.18461
176461,0.54977,0.59732,0.65623,0.65122,0.67069,0.69221,0.65294,0.67805,0.23952,0.00055,0.71675,0.59707
374365,0.05278,0.02945,0.01514,0.01211,0.00995,0.00797,0.00626,0.00535,0.00316,0.0004,0.00043,0.0
190184,0.30557,0.30129,0.27466,0.35072,0.85908,0.93692,0.7989,0.9815,0.03309,0.00038,0.90744,0.50226
351679,0.11064,0.06111,0.03326,0.0262,0.02214,0.01821,0.01378,0.01243,0.0049,0.0006,0.00098,0.0
368986,0.05782,0.0321,0.01649,0.01309,0.0108,0.00869,0.00675,0.00584,0.00301,0.00033,0.00046,0.0
283927,0.12341,0.07601,0.04887,0.03946,0.03471,0.02956,0.02224,0.02093,0.00695,0.00092,0.0017,0.0
33416,0.27426,0.35698,0.23336,0.50697,0.94332,0.97042,0.91135,0.99096,0.24556,0.00048,0.9299,0.70071
175093,0.24214,0.26604,0.20637,0.33857,0.88579,0.95011,0.831,0.9868,0.05536,0.00045,0.90395,0.44008
319051,0.0689,0.03812,0.01975,0.01578,0.013,0.01046,0.00816,0.00703,0.00386,0.00047,0.00056,0.0
265038,0.15556,0.09652,0.06392,0.05409,0.04691,0.03927,0.03066,0.02765,0.01168,0.00132,0.00226,0.0
303222,0.06852,0.03769,0.01963,0.01582,0.01301,0.01043,0.00821,0.00699,0.00431,0.00062,0.00055,0.0
240540,0.07434,0.0414,0.02153,0.01713,0.01416,0.01143,0.00886,0.0077,0.00377,0.00038,0.00061,0.0
326121,0.06264,0.03492,0.01808,0.01452,0.01193,0.00956,0.00753,0.00641,0.00396,0.00056,0.00051,0.0
