,Clear_B02,Clear_B03,Clear_B04,Clear_B05,Clear_B06,Clear_B07,Clear_B08,Clear_B09,Clear_B10,Clear_B11,Clear_B12,Clear_B13
212002,0.06803,0.0372,0.01915,0.0148,0.0124,0.01014,0.00764,0.00687,0.00266,0.00032,0.00054,0.0
53369,0.73161,0.58625,0.75909,0.81202,0.8704,0.90883,0.86754,0.95295,0.22466,0.00197,0.85779,0.76904
376578,0.14296,0.07916,0.04744,0.03995,0.0337,0.02745,0.02164,0.01879,0.00983,0.00111,0.00149,0.0
25016,0.28243,0.49283,0.22069,0.60504,0.86642,0.94065,0.8055,0.9836,0.03562,0.00036,0.84559,0.3689
324904,0.0619,0.0341,0.01759,0.01411,0.01159,0.00928,0.00729,0.00622,0.00371,0.00044,0.00049,0.0
274515,0.03635,0.02123,0.01138,0.00924,0.00763,0.00614,0.00488,0.00415,0.00286,0.00054,0.00034,0.0
224523,0.05689,0.03122,0.01613,0.01298,0.01065,0.00853,0.00672,0.00571,0.00363,0.00053,0.00045,0.0
154112,0.339,0.42807,0.7873,0.84701,0.91156,0.95366,0.86999,0.98483,0.12837,0.00047,0.91569,0.81994
370116,0.08761,0.04797,0.02566,0.02075,0.0172,0.01385,0.01082,0.00934,0.00498,0.00061,0.00074,0.0
130236,0.29878,0.42803,0.28649,0.59222,0.97506,0.98863,0.94936,0.99892,0.40633,0.00078,0.73204,0.37054
357626,0.07416,0.04061,0.02125,0.01696,0.01404,0.01133,0.00879,0.00763,0.0039,0.00054,0.0006,0.0
174301,0.30374,0.32458,0.25732,0.37775,0.81652,0.91449,0.75173,0.97108,0.01398,0.00055,0.87805,0.38847
354878,0.06715,0.03726,0.01923,0.01516,0.01258,0.01017,0.00783,0.00686,0.00312,0.00034,0.00054,0.0
93225,0.19498,0.28425,0.1605,0.36646,0.92544,0.96943,0.87683,0.99473,0.123,0.00036,0.5208,0.20147
28978,0.30669,0.30386,0.24198,0.37905,0.75637,0.87047,0.70195,0.94442,0.0152,0.00107,0.82264,0.38233
272088,0.08026,0.04859,0.02854,0.02372,0.01993,0.01625,0.01289,0.01115,0.00637,0.00089,0.00091,0.0
155718,0.28547,0.37662,0.25045,0.51705,0.89793,0.95679,0.84211,0.99028,0.06635,0.00039,0.92476,0.54765
73072,0.30106,0.31667,0.29012,0.42816,0.99088,0.99646,0.97624,1.00144,0.6109,0.01428,0.95611,0.65182
250639,0.04219,0.02501,0.01342,0.01087,0.00897,0.00723,0.00574,0.00489,0.00316,0.00047,0.0004,0.0
309281,0.0477,0.02662,0.01368,0.01093,0.00899,0.00722,0.00565,0.00485,0.0028,0.00039,0.00039,0.0
124924,0.28071,0.31342,0.24168,0.44079,0.97525,0.98314,0.97274,0.99275,0.67759,0.0345,0.81722,0.44552
226548,0.05584,0.03092,0.01589,0.01274,0.01045,0.00837,0.00658,0.00561,0.00344,0.00046,0.00045,0.0
48174,0.3157,0.2983,0.2532,0.413,0.92843,0.94779,0.93528,0.9728,0.53049,0.00442,0.50807,0.25182
86632,0.33121,0.29909,0.31022,0.31322,0.31586,0.31602,0.30556,0.30633,0.18785,0.00426,0.25404,0.21091
257299,0.1262,0.07764,0.05044,0.04351,0.03712,0.03059,0.02456,0.02129,0.0125,0.00164,0.00175,0.0
315945,0.0462,0.02591,0.01334,0.01072,0.00879,0.00704,0.00557,0.00472,0.00316,0.00054,0.00038,0.0
132232,0.64609,0.76488,0.7949,0.86368,0.91258,0.96386,0.85755,0.99343,0.08755,0.0003,0.93376,0.81941
106511,0.26239,0.41665,0.22577,0.68779,0.97984,0.98577,0.98482,0.99374,0.84018,0.23105,0.95689,0.52131
212379,0.06094,0.03398,0.01759,0.01411,0.01161,0.00931,0.00731,0.00625,0.0037,0.0005,0.0005,0.0
390601,0.0604,0.0339,0.01752,0.01407,0.01155,0.00926,0.0073,0.00621,0.00397,0.00058,0.0005,0.0
253071,0.05504,0.03295,0.01809,0.01453,0.01214,0.00989,0.00769,0.00674,0.00324,0.00041,0.00055,0.0
141998,0.23246,0.29871,0.1521,0.40586,0.78509,0.89266,0.72397,0.9587,0.01281,0.00077,0.55866,0.18239
329508,0.05517,0.03039,0.0158,0.01277,0.01048,0.00839,0.00664,0.00563,0.00384,0.0007,0.00045,0.0
179206,0.31471,0.42385,0.28272,0.55758,0.96007,0.9827,0.9226,0.9981,0.26217,0.00037,0.94783,0.7514
119251,0.35837,0.43221,0.2951,0.61226,0.90609,0.94358,0.88043,0.97635,0.18211,0.0009,0.8976,0.48953
397072,0.11439,0.06291,0.03473,0.02735,0.02323,0.01918,0.01445,0.01314,0.00479,0.00055,0.00103,0.0
223021,0.05335,0.0295,0.01511,0.01207,0.00991,0.00794,0.00622,0.00532,0.00309,0.00038,0.00042,0.0
44152,0.43479,0.56602,0.92459,0.82765,0.88776,0.95254,0.82839,0.98909,0.05288,0.00028,0.9247,0.69242
330953,0.14281,0.07907,0.04753,0.04021,0.03386,0.02757,0.02186,0.01887,0.01082,0.00118,0.00149,0.0
139324,0.20101,0.27117,0.16604,0.39139,0.99391,0.99788,0.98135,1.00177,0.66339,0.01838,0.44807,0.17027
141178,0.51603,0.54417,0.50426,0.70263,0.98783,0.99546,0.96805,1.00176,0.52892,0.004,0.95342,0.85188
48211,0.52584,0.65353,0.49985,0.88595,0.98837,0.99354,0.98201,0.99897,0.70659,0.04909,0.94983,0.93244
181737,0.7323,0.59369,0.72441,0.60293,0.71851,0.84776,0.66382,0.93153,0.01234,0.0011,0.79701,0.5036
33520,0.87253,0.78308,0.87036,0.82168,0.88152,0.93874,0.83937,0.97801,0.08239,0.00086,0.47523,0.52835
7119,0.28602,0.37348,0.25447,0.46135,0.91535,0.96596,0.85974,0.99479,0.08811,0.0003,0.67352,0.30637
380394,0.06506,0.03604,0.01864,0.01492,0.01228,0.00985,0.00771,0.00661,0.00373,0.00045,0.00053,0.0
295245,0.09906,0.06069,0.03731,0.03137,0.0266,0.02184,0.01731,0.01511,0.00793,0.00081,0.00123,0.0
365144,0.10005,0.05476,0.02997,0.02466,0.02039,0.01639,0.01299,0.01105,0.00724,0.00112,0.00087,0.0
191438,0.37608,0.45532,0.78471,0.95365,0.98579,0.99442,0.96317,1.00146,0.49033,0.00227,0.954,0.70646
128622,0.36739,0.33957,0.5084,0.55808,0.69363,0.85156,0.79611,0.96265,0.04797,0.00091,0.87078,0.71986
268195,0.07539,0.04538,0.02597,0.02151,0.01793,0.01454,0.01161,0.00992,0.00654,0.001,0.00081,0.0
183461,0.14778,0.19315,0.10797,0.25613,0.91785,0.96611,0.86715,0.9935,0.10875,0.0003,0.64466,0.26821
320947,0.08118,0.04454,0.02354,0.01909,0.01572,0.01261,0.00993,0.00847,0.00518,0.00071,0.00067,0.0
336410,0.0553,0.03083,0.01583,0.01255,0.01036,0.00834,0.00648,0.00561,0.0029,0.00039,0.00045,0.0
374100,0.11575,0.06378,0.03557,0.02877,0.02418,0.01972,0.01522,0.01343,0.00607,0.00072,0.00106,0.0
378560,0.06781,0.03705,0.01927,0.01545,0.01274,0.01023,0.00799,0.00687,0.00382,0.00052,0.00054,0.0
57907,0.21209,0.23572,0.14152,0.4109,0.93312,0.94888,0.96011,0.97164,0.86086,0.2851,0.72589,0.34868
355685,0.06604,0.03597,0.0187,0.01508,0.01239,0.00992,0.0078,0.00664,0.00412,0.00059,0.00052,0.0
163019,0.64951,0.69903,0.73587,0.6755,0.72016,0.77725,0.68419,0.77411,0.06593,0.00031,0.70528,0.56602
357274,0.06459,0.03593,0.01857,0.01484,0.01222,0.00981,0.00767,0.00659,0.00371,0.00052,0.00052,0.0
46551,0.30011,0.63104,0.47716,0.95149,0.97172,0.98478,0.95047,0.99616,0.43596,0.00108,0.94117,0.43176
357605,0.10768,0.05936,0.03241,0.02612,0.02183,0.01773,0.01371,0.01203,0.00569,0.00067,0.00095,0.0
7734,0.34336,0.45462,0.42916,0.85582,0.90333,0.93296,0.90088,0.96649,0.32161,0.00181,0.67868,0.33108
59446,0.64007,0.66456,0.85052,0.93771,0.97228,0.98818,0.94015,0.99975,0.34253,0.00047,0.95036,0.90935
155530,0.2698,0.25398,0.31552,0.34863,0.39517,0.44976,0.48279,0.55874,0.19472,0.00063,0.92642,0.87183
114693,0.27291,0.3882,0.1968,0.46714,0.84006,0.92733,0.77747,0.97739,0.02142,0.00053,0.68154,0.23442
179260,0.99536,0.93333,0.96811,0.9654,0.9822,0.99257,0.95869,1.00059,0.46513,0.00148,0.50442,0.62254
328194,0.08768,0.04772,0.02519,0.01949,0.01647,0.01355,0.01015,0.00923,0.00332,0.00042,0.00072,0.0
354182,0.06398,0.03591,0.0186,0.01496,0.01227,0.00983,0.00777,0.0066,0.00433,0.00071,0.00053,0.0
272402,0.08322,0.05041,0.02983,0.02482,0.0209,0.01707,0.01351,0.01173,0.0064,0.00083,0.00096,0.0
241956,0.17959,0.09999,0.0696,0.06182,0.05352,0.04442,0.03544,0.03116,0.01605,0.00196,0.0025,0.0
234425,0.14198,0.07844,0.04733,0.03995,0.03376,0.02756,0.02172,0.0189,0.00984,0.00115,0.0015,0.0
3667,0.3278,0.3,0.25087,0.33311,0.72205,0.85103,0.66858,0.93342,0.01253,0.00106,0.80169,0.41163
205239,0.08477,0.04622,0.02455,0.01992,0.01643,0.01319,0.01037,0.00886,0.00537,0.00081,0.0007,0.0
151075,0.32255,0.39627,0.2575,0.481,0.79682,0.90287,0.7327,0.96478,0.01141,0.00064,0.71974,0.23458
106294,0.31627,0.44829,0.28012,0.59503,0.98942,0.9938,0.98448,0.99876,0.74192,0.06832,0.71493,0.34276
227536,0.09997,0.05481,0.02966,0.02349,0.01975,0.01616,0.01231,0.011,0.00468,0.00061,0.00086,0.0
140622,0.21399,0.31104,0.1871,0.41295,0.93862,0.97363,0.8954,0.99539,0.17976,0.00031,0.52691,0.23132
345578,0.05918,0.03268,0.01688,0.01356,0.01113,0.00892,0.00701,0.00598,0.00367,0.0005,0.00048,0.0
312370,0.0446,0.02498,0.01284,0.0103,0.00845,0.00677,0.00534,0.00454,0.00295,0.00048,0.00036,0.0
208818,0.09183,0.05033,0.02685,0.02132,0.01783,0.01449,0.0111,0.00982,0.00415,0.00046,0.00077,0.0
313065,0.1727,0.09592,0.06361,0.05247,0.04637,0.03954,0.02975,0.02798,0.00995,0.00135,0.00221,0.0
397869,0.06875,0.03747,0.01934,0.0152,0.01264,0.01024,0.00783,0.00691,0.00295,0.00031,0.00054,0.0
224325,0.14856,0.08251,0.04959,0.04102,0.03493,0.02882,0.02229,0.01987,0.00901,0.00095,0.00157,0.0
175296,0.29561,0.63981,0.46671,0.83018,0.88905,0.95368,0.82967,0.98978,0.05329,0.00029,0.92497,0.37357
146564,0.314,0.41897,0.25812,0.66683,0.93315,0.95669,0.91822,0.98056,0.3321,0.00092,0.909,0.51694
201018,0.1523,0.08452,0.05208,0.04388,0.03739,0.0307,0.024,0.02117,0.00976,0.00115,0.00168,0.0
375141,0.15914,0.0884,0.05556,0.04689,0.04016,0.03322,0.02589,0.02303,0.01063,0.00109,0.00183,0.0
137728,0.4528,0.43922,0.46591,0.47246,0.47945,0.48545,0.47335,0.47553,0.2984,0.01165,0.43132,0.37295
40559,0.20822,0.25545,0.14152,0.40082,0.92916,0.95515,0.91067,0.98047,0.29053,0.00107,0.72561,0.33715
314785,0.05825,0.03247,0.01669,0.01324,0.01093,0.00879,0.00683,0.00591,0.00298,0.00032,0.00047,0.0
35244,0.44078,0.48623,0.42195,0.67893,0.97416,0.98451,0.96083,0.99495,0.53276,0.00447,0.94134,0.64162
61809,0.25749,0.27503,0.19163,0.40572,0.93439,0.9534,0.93263,0.97677,0.46334,0.00234,0.80097,0.3533
13582,0.37863,0.50942,0.95248,0.91015,0.94624,0.97703,0.90115,0.997,0.18278,0.00035,0.94417,0.65732
304671,0.06682,0.03626,0.01887,0.01521,0.01251,0.01003,0.00787,0.00672,0.00396,0.0005,0.00053,0.0
387886,0.0856,0.04678,0.02516,0.0206,0.01699,0.01364,0.01082,0.00918,0.0062,0.00105,0.00073,0.0
204344,0.06985,0.03841,0.01993,0.01583,0.01311,0.01057,0.00817,0.00712,0.00344,0.00041,0.00056,0.0
191884,0.50678,0.72194,0.6402,0.9004,0.97619,0.98718,0.95802,0.99712,0.49387,0.0013,0.31492,0.16373
85899,0.25001,0.2233,0.15934,0.22905,0.69824,0.84952,0.63519,0.93523,0.00816,0.00085,0.55364,0.13712
342110,0.05223,0.02891,0.01481,0.01185,0.00972,0.00778,0.00611,0.00521,0.0031,0.00039,0.00041,0.0
139008,0.49762,0.51019,0.8548,0.92355,0.94936,0.96295,0.95493,0.9807,0.63304,0.01959,0.91187,0.87733
74654,0.23913,0.30182,0.1924,0.4255,0.97684,0.9861,0.96477,0.99556,0.55787,0.00615,0.81794,0.46745
69404,0.32509,0.50092,0.24399,0.61294,0.92276,0.97039,0.87075,0.99637,0.11068,0.00032,0.72061,0.27223
213155,0.06351,0.03523,0.01829,0.01469,0.01209,0.00971,0.00762,0.00652,0.00382,0.00051,0.00052,0.0
132052,0.14711,0.19581,0.11514,0.26554,0.8304,0.95751,0.84292,0.99089,0.0679,0.00033,0.47382,0.18676
35273,0.53482,0.58957,0.91721,0.91714,0.94898,0.97592,0.91196,0.99475,0.2273,0.00051,0.93673,0.8718
232669,0.06582,0.03619,0.01876,0.01512,0.01241,0.00993,0.00784,0.00665,0.0043,0.00061,0.00053,0.0
349792,0.13188,0.07264,0.04215,0.03409,0.02907,0.02401,0.0183,0.01652,0.00653,0.00075,0.0013,0.0
10904,0.22651,0.27503,0.19772,0.36715,0.9577,0.98184,0.91944,0.99804,0.25187,0.00038,0.70836,0.29546
85875,0.25034,0.29838,0.22101,0.3421,0.88474,0.95228,0.82395,0.98938,0.04607,0.00028,0.77369,0.33753
323026,0.07725,0.04233,0.02208,0.01734,0.01447,0.01177,0.00897,0.00796,0.00327,0.00036,0.00063,0.0
342141,0.08211,0.04488,0.02391,0.01945,0.01605,0.01288,0.01015,0.00866,0.00529,0.00073,0.00068,0.0
299988,0.05519,0.03301,0.0181,0.01445,0.01211,0.00989,0.00764,0.00676,0.003,0.00037,0.00055,0.0
286982,0.04818,0.02873,0.0155,0.01257,0.01039,0.00837,0.00664,0.00567,0.00363,0.00052,0.00046,0.0
122196,0.47185,0.51833,0.76265,0.7421,0.82517,0.8909,0.78503,0.91963,0.07109,0.00037,0.83667,0.6441
347041,0.06111,0.03398,0.01752,0.01403,0.01153,0.00925,0.00725,0.0062,0.00367,0.00051,0.00049,0.0
78744,0.2196,0.26865,0.16034,0.30294,0.83993,0.92707,0.77695,0.97727,0.02088,0.00042,0.88223,0.43765
19475,0.33969,0.47674,0.71028,0.70335,0.81747,0.94558,0.81862,0.98533,0.04404,0.00042,0.91355,0.75517
314031,0.05869,0.03271,0.01688,0.01354,0.01112,0.00891,0.00701,0.00597,0.00368,0.00052,0.00048,0.0
82716,0.29694,0.43347,0.28839,0.60629,0.99128,0.99652,0.97751,1.00134,0.62365,0.01638,0.7382,0.38103
122959,0.21067,0.31879,0.17076,0.43638,0.9326,0.9715,0.88532,0.9952,0.14577,0.00034,0.94127,0.58903
18603,0.35293,0.32517,0.50181,0.51807,0.60455,0.65608,0.57438,0.66349,0.05771,0.00064,0.63628,0.50921
48471,0.28026,0.34754,0.20045,0.52694,0.90296,0.93802,0.88306,0.97183,0.20703,0.00125,0.68339,0.27487
166349,0.53573,0.55549,0.88363,0.93736,0.95901,0.96971,0.97358,0.98428,0.83805,0.22779,0.93438,0.91322
367970,0.08101,0.04489,0.02346,0.01852,0.01541,0.0125,0.00959,0.00845,0.00383,0.00043,0.00067,0.0
192937,0.7921,0.79614,0.84746,0.76954,0.82576,0.88501,0.77653,0.91388,0.06045,0.00032,0.87167,0.70096
90913,0.63796,0.66163,0.84011,0.89969,0.9444,0.97652,0.90476,0.99619,0.21053,0.00039,0.95068,0.87923
108913,0.53111,0.52432,0.6513,0.68002,0.71861,0.75036,0.71818,0.75396,0.27022,0.001,0.69918,0.57159
196283,0.25023,0.33433,0.22085,0.40951,0.89981,0.95934,0.84022,0.99251,0.06149,0.00035,0.62537,0.26921
167846,0.33006,0.54811,0.26269,0.66671,0.87321,0.94597,0.80929,0.98696,0.03547,0.00034,0.61149,0.24653
266616,0.04569,0.02703,0.0145,0.01175,0.0097,0.00782,0.0062,0.00529,0.00341,0.00054,0.00043,0.0
120747,0.38194,0.54246,0.36638,0.72907,0.94503,0.97708,0.89846,0.99752,0.17593,0.00032,0.74571,0.37146
279550,0.06926,0.04159,0.02328,0.01887,0.0158,0.01288,0.01006,0.0088,0.00434,0.00056,0.00071,0.0
99277,0.4275,0.42693,0.60881,0.64812,0.6399,0.60846,0.55533,0.54655,0.26994,0.00487,0.8896,0.80084
180352,0.15892,0.14832,0.36035,0.77977,0.94741,0.96437,0.94255,0.98306,0.48997,0.00141,0.19975,0.07474
160121,0.4873,0.54548,0.5145,0.70589,0.98825,0.99372,0.9781,0.99925,0.65734,0.0263,0.93784,0.59238
355138,0.09377,0.05012,0.02911,0.02463,0.02059,0.01667,0.01331,0.01134,0.00761,0.00128,0.00091,0.0
102784,0.28024,0.39333,0.21588,0.59491,0.95422,0.97175,0.93472,0.98905,0.37695,0.0009,0.62638,0.27732
373783,0.05978,0.03361,0.01737,0.01395,0.01145,0.00918,0.00724,0.00616,0.00388,0.00057,0.00049,0.0
26932,0.3542,0.59879,0.48755,0.96817,0.98302,0.99009,0.97225,0.99756,0.61297,0.01404,0.71834,0.36941
348250,0.08592,0.04726,0.02493,0.01974,0.01645,0.01337,0.01026,0.00905,0.00417,0.00049,0.00071,0.0
357457,0.0597,0.03333,0.01712,0.01349,0.01118,0.00903,0.00696,0.00609,0.00279,0.00032,0.00048,0.0
218688,0.06077,0.03399,0.01757,0.01411,0.01158,0.00928,0.00731,0.00622,0.00389,0.00051,0.0005,0.0
133651,0.24732,0.37091,0.21418,0.46896,0.90646,0.96015,0.85068,0.99175,0.07987,0.00027,0.93022,0.5757
228733,0.06433,0.03606,0.01867,0.01499,0.01231,0.00987,0.00777,0.00662,0.00409,0.00053,0.00053,0.0
284173,0.05589,0.03352,0.01864,0.01526,0.01268,0.01026,0.00815,0.00697,0.00437,0.00064,0.00057,0.0
57957,0.29111,0.41425,0.24736,0.58032,0.9759,0.98989,0.94784,1.00045,0.39754,0.00059,0.69433,0.33711
362190,0.13919,0.07723,0.04415,0.03502,0.02997,0.02492,0.01876,0.01718,0.00628,0.00078,0.00135,0.0
239242,0.1054,0.05792,0.03183,0.02595,0.02161,0.01747,0.01365,0.01182,0.00616,0.00079,0.00093,0.0
276234,0.04999,0.0299,0.01633,0.01321,0.01097,0.00889,0.007,0.00604,0.00349,0.00049,0.00049,0.0
205842,0.0825,0.04518,0.02398,0.01944,0.01604,0.01288,0.01013,0.00866,0.00511,0.00069,0.00068,0.0
372640,0.06307,0.03468,0.01793,0.0144,0.01183,0.00948,0.00744,0.00636,0.00374,0.00042,0.0005,0.0
282671,0.04928,0.02943,0.01591,0.01275,0.01061,0.00862,0.00671,0.00586,0.0029,0.00036,0.00048,0.0
357340,0.06603,0.03628,0.01874,0.01471,0.01224,0.00993,0.00759,0.00671,0.00288,0.00033,0.00053,0.0
203317,0.05926,0.03245,0.01657,0.01291,0.01074,0.00872,0.00664,0.00589,0.00249,0.00029,0.00046,0.0
237243,0.08375,0.04605,0.02427,0.01943,0.0161,0.01299,0.01008,0.00875,0.00444,0.00049,0.00069,0.0
283186,0.09046,0.05433,0.03283,0.02773,0.02335,0.01905,0.01524,0.0131,0.00822,0.0012,0.00107,0.0
242234,0.05642,0.03151,0.01623,0.01301,0.01068,0.00856,0.00674,0.00574,0.00356,0.00055,0.00046,0.0
163042,0.14849,0.25897,0.09185,0.34309,0.91425,0.97284,0.88651,0.99612,0.1456,0.00029,0.72698,0.37534
117105,0.07071,0.03868,0.06108,0.10236,0.14649,0.20042,0.23964,0.30774,0.07231,0.0004,0.9331,0.85153
86440,0.71501,0.56603,0.73987,0.77778,0.846,0.89564,0.83433,0.94753,0.13412,0.00203,0.11787,0.15138
311400,0.09425,0.05204,0.02767,0.02188,0.0183,0.01491,0.01139,0.01011,0.00422,0.00049,0.0008,0.0
94011,0.29949,0.31514,0.28872,0.42253,0.98275,0.99258,0.95919,1.00051,0.46689,0.0015,0.95419,0.64391
52312,0.57416,0.64659,0.83882,0.8362,0.89877,0.95218,0.87735,0.96447,0.18388,0.00046,0.81969,0.73074
40966,0.31789,0.43212,0.26817,0.54899,0.9135,0.96263,0.86521,0.99146,0.10367,0.00052,0.92869,0.49972
227820,0.12224,0.06706,0.03854,0.03206,0.02683,0.02174,0.01713,0.01478,0.00823,0.00105,0.00117,0.0
99120,1.00317,0.93515,0.95467,0.89362,0.93317,0.9741,0.88218,0.99753,0.13051,0.00034,0.94153,0.84513
167193,0.29225,0.34382,0.35909,0.53344,0.75237,0.83617,0.89759,0.95078,0.74022,0.0741,0.95936,0.94612
246522,0.08253,0.04505,0.02385,0.01936,0.01594,0.01279,0.01008,0.00859,0.00527,0.00068,0.00068,0.0
192243,0.24899,0.3566,0.22333,0.53875,0.96567,0.9833,0.94181,0.99647,0.40592,0.00075,0.95893,0.64631
185761,0.28394,0.27181,0.20563,0.36748,0.77697,0.87182,0.73037,0.94278,0.0225,0.00121,0.6865,0.27916
92157,0.26569,0.46232,0.20559,0.57798,0.90256,0.96012,0.84395,0.99266,0.06617,0.00038,0.8564,0.37866
378386,0.05906,0.0327,0.01687,0.01355,0.01112,0.00891,0.00701,0.00597,0.0037,0.00051,0.00047,0.0
293888,0.10794,0.0657,0.03948,0.03288,0.0278,0.0228,0.01798,0.01572,0.00807,0.00106,0.00128,0.0
390958,0.11301,0.06212,0.03456,0.02799,0.0235,0.01913,0.01477,0.01301,0.00583,0.00067,0.00102,0.0
154831,0.11608,0.14059,0.37248,0.73761,0.91738,0.96719,0.86309,0.99508,0.09388,0.00034,0.20412,0.07081
231652,0.12531,0.06915,0.03946,0.03219,0.02712,0.02219,0.01715,0.01516,0.00677,0.00082,0.0012,0.0
338329,0.05607,0.03135,0.01608,0.01265,0.01047,0.00847,0.00652,0.00571,0.00262,0.00028,0.00045,0.0
186456,0.40058,0.61824,0.3377,0.75676,0.90247,0.95788,0.84659,0.99072,0.07414,0.00035,0.73708,0.35866
329317,0.06508,0.03638,0.01883,0.01512,0.01242,0.00996,0.00783,0.00668,0.00402,0.00052,0.00053,0.0
75948,0.29515,0.421,0.24208,0.60223,0.98009,0.98967,0.96132,0.99824,0.50115,0.00256,0.7157,0.33757
16246,0.48689,0.60507,0.97091,0.98426,0.9935,0.99728,0.98534,1.00112,0.71662,0.05503,0.95513,0.94017
396123,0.10832,0.05958,0.03289,0.02665,0.0223,0.01812,0.01404,0.01231,0.00574,0.00066,0.00097,0.0
355877,0.14533,0.07909,0.05054,0.04398,0.03742,0.03064,0.02449,0.02115,0.01249,0.00161,0.0017,0.0
116906,0.23866,0.29925,0.18894,0.39033,0.92826,0.96407,0.88566,0.98994,0.15627,0.00046,0.81745,0.34689
353496,0.11347,0.06212,0.03452,0.02747,0.02327,0.01913,0.01452,0.01308,0.00496,0.00056,0.00103,0.0
118066,0.17135,0.23897,0.1398,0.3528,0.99247,0.99561,0.99175,0.99942,0.84127,0.21935,0.80529,0.35355
42209,0.99693,0.9354,0.95965,0.92187,0.95174,0.9808,0.91361,0.99811,0.24247,0.00027,0.90297,0.71587
222010,0.05162,0.02844,0.01461,0.01174,0.00962,0.0077,0.00607,0.00516,0.00329,0.00047,0.00041,0.0
287946,0.03448,0.02017,0.01073,0.00869,0.00717,0.00577,0.00458,0.00389,0.0026,0.00044,0.00032,0.0
40524,0.21934,0.34503,0.17523,0.42484,0.94396,0.97726,0.89974,0.99769,0.18195,0.0003,0.91077,0.58182
347965,0.08424,0.04655,0.02433,0.01881,0.01584,0.013,0.00977,0.00884,0.00322,0.00039,0.0007,0.0
135292,0.25309,0.28154,0.18461,0.35647,0.90651,0.95163,0.86946,0.98331,0.13414,0.00073,0.47552,0.18821
73994,0.24459,0.28705,0.21179,0.42282,0.9861,0.99327,0.97053,0.99968,0.57408,0.00772,0.7659,0.38481
286663,0.07078,0.04272,0.02449,0.02022,0.0169,0.01373,0.0109,0.00938,0.00548,0.00072,0.00076,0.0
235020,0.08234,0.04487,0.02365,0.01871,0.01559,0.01268,0.00971,0.00857,0.00398,0.0005,0.00067,0.0
284601,0.05127,0.03064,0.01665,0.01337,0.01114,0.00905,0.00706,0.00615,0.00309,0.00037,0.0005,0.0
964,0.26469,0.39822,0.20443,0.56244,0.95396,0.97042,0.94107,0.98739,0.43384,0.00143,0.68176,0.28978
145470,0.23854,0.45295,0.22832,0.71841,0.98826,0.99327,0.98003,0.99879,0.68284,0.03567,0.77005,0.32283
80605,0.29218,0.33766,0.25433,0.36605,0.88081,0.95242,0.8171,0.99046,0.03982,0.0003,0.87287,0.39056
246437,0.06724,0.03774,0.01958,0.01575,0.01293,0.01036,0.00818,0.00696,0.00444,0.00066,0.00056,0.0
153886,0.34235,0.4553,0.7042,0.82119,0.92567,0.99109,0.98619,0.99696,0.79844,0.14692,0.95893,0.94699
42090,0.28919,0.37778,0.23783,0.54125,0.9894,0.99648,0.96898,1.00202,0.53596,0.00429,0.80637,0.38766
268000,0.08837,0.05373,0.03192,0.02613,0.02219,0.01832,0.01423,0.01266,0.00577,0.00077,0.00103,0.0
194762,0.14293,0.19763,0.12312,0.27979,0.91991,0.96346,0.87248,0.99117,0.12641,0.00032,0.56218,0.2228
81495,0.28212,0.2583,0.20256,0.35518,0.76226,0.8688,0.72206,0.94064,0.02182,0.00118,0.82447,0.53215
86961,0.26878,0.37063,0.22885,0.52462,0.87966,0.94512,0.82541,0.98409,0.05314,0.0004,0.7153,0.30512
281825,0.08792,0.0508,0.03033,0.02567,0.02158,0.01757,0.01406,0.01204,0.0078,0.00122,0.00099,0.0
271501,0.14598,0.09069,0.06082,0.0502,0.04425,0.03776,0.02874,0.02686,0.01021,0.00151,0.00219,0.0
372414,0.172,0.09511,0.06383,0.05244,0.04665,0.04006,0.02992,0.02847,0.00935,0.00111,0.00225,0.0
385013,0.06176,0.03398,0.01739,0.0134,0.01122,0.00918,0.00691,0.00622,0.00233,0.00028,0.00049,0.0
361399,0.05652,0.0316,0.01621,0.01277,0.01057,0.00854,0.00658,0.00576,0.00263,0.00027,0.00046,0.0
119326,0.24713,0.3403,0.20149,0.51057,0.96978,0.98574,0.94219,0.99798,0.36801,0.00068,0.82474,0.3889
95599,0.48823,0.67941,0.39138,0.93433,0.99753,0.99907,0.99792,1.00118,0.91259,0.24534,0.40136,0.22456
65987,0.29995,0.27455,0.28895,0.25642,0.2762,0.30003,0.25423,0.30621,0.01358,0.00068,0.32739,0.28473
79194,0.30601,0.39907,0.22976,0.53364,0.89653,0.95019,0.8544,0.9839,0.0987,0.00053,0.26526,0.12792
327676,0.07162,0.03923,0.02034,0.01602,0.01331,0.01079,0.00827,0.00729,0.00321,0.00037,0.00057,0.0
33483,0.19429,0.3565,0.72047,0.82053,0.90928,0.98017,0.98,1.00031,0.66542,0.02904,0.95325,0.93586
365564,0.05067,0.02793,0.01455,0.01176,0.00967,0.00775,0.00612,0.0052,0.00335,0.00049,0.00042,0.0
228382,0.07939,0.04366,0.02308,0.01841,0.0153,0.0124,0.00959,0.00839,0.00413,0.00058,0.00067,0.0
13932,0.14828,0.25321,0.48046,0.57686,0.67564,0.78341,0.8683,0.95043,0.5743,0.00808,0.93949,0.91319
129607,0.32349,0.41269,0.47272,0.62747,0.92095,0.95343,0.895,0.98146,0.21997,0.00097,0.91545,0.6389
381430,0.0613,0.03397,0.01754,0.01408,0.01156,0.00926,0.00729,0.00621,0.00379,0.00049,0.00049,0.0
